,Driver,LapTime,LapNumber,Stint,Compound,TyreLife,LapNumber,Sector1Time,Sector2Time,Sector3Time,LapTime(s),Sector1Time(s),Sector2Time(s),Sector3Time(s),RollingAverageLap
738,TSU,0 days 00:01:28.138000,73.0,2.0,INTERMEDIATE,20.0,73.0,0 days 00:00:23.083000,0 days 00:00:42.328000,0 days 00:00:22.727000,88.138,23.083,42.328,22.727,85.8798493150685
739,TSU,0 days 00:01:28.759000,74.0,2.0,INTERMEDIATE,21.0,74.0,0 days 00:00:23.108000,0 days 00:00:42.789000,0 days 00:00:22.862000,88.759,23.108,42.789,22.862,85.91875675675676
740,TSU,0 days 00:01:27.332000,75.0,2.0,INTERMEDIATE,22.0,75.0,0 days 00:00:22.803000,0 days 00:00:41.910000,0 days 00:00:22.619000,87.332,22.803,41.91,22.619,85.93759999999999
741,TSU,0 days 00:01:34.205000,76.0,2.0,INTERMEDIATE,23.0,76.0,0 days 00:00:24.311000,0 days 00:00:46.653000,0 days 00:00:23.241000,94.205,24.311,46.653,23.241,86.04638157894736
742,ALB,0 days 00:01:34.616000,1.0,1.0,MEDIUM,1.0,1.0,,0 days 00:00:41.843000,0 days 00:00:21.357000,94.616,,41.843,21.357,94.616
743,ALB,0 days 00:01:20.977000,2.0,1.0,MEDIUM,2.0,2.0,0 days 00:00:21.337000,0 days 00:00:37.926000,0 days 00:00:21.714000,80.977,21.337,37.926,21.714,87.79650000000001
744,ALB,0 days 00:01:20.703000,3.0,1.0,MEDIUM,3.0,3.0,0 days 00:00:21.613000,0 days 00:00:37.666000,0 days 00:00:21.424000,80.703,21.613,37.666,21.424,85.432
745,ALB,0 days 00:01:20.276000,4.0,1.0,MEDIUM,4.0,4.0,0 days 00:00:21.365000,0 days 00:00:37.635000,0 days 00:00:21.276000,80.276,21.365,37.635,21.276,84.143
746,ALB,0 days 00:01:19.967000,5.0,1.0,MEDIUM,5.0,5.0,0 days 00:00:21.211000,0 days 00:00:37.654000,0 days 00:00:21.102000,79.967,21.211,37.654,21.102,83.3078
747,ALB,0 days 00:01:19.165000,6.0,1.0,MEDIUM,6.0,6.0,0 days 00:00:20.985000,0 days 00:00:37.175000,0 days 00:00:21.005000,79.165,20.985,37.175,21.005,82.61733333333333
748,ALB,0 days 00:01:19.055000,7.0,1.0,MEDIUM,7.0,7.0,0 days 00:00:20.964000,0 days 00:00:37.216000,0 days 00:00:20.875000,79.055,20.964,37.216,20.875,82.10842857142858
749,ALB,0 days 00:01:18.796000,8.0,1.0,MEDIUM,8.0,8.0,0 days 00:00:20.842000,0 days 00:00:37.104000,0 days 00:00:20.850000,78.796,20.842,37.104,20.85,81.69437500000001
750,ALB,0 days 00:01:19.293000,9.0,1.0,MEDIUM,9.0,9.0,0 days 00:00:20.980000,0 days 00:00:37.238000,0 days 00:00:21.075000,79.293,20.98,37.238,21.075,81.42755555555556
751,ALB,0 days 00:01:19.338000,10.0,1.0,MEDIUM,10.0,10.0,0 days 00:00:21.079000,0 days 00:00:37.236000,0 days 00:00:21.023000,79.338,21.079,37.236,21.023,81.21860000000001
752,ALB,0 days 00:01:19.278000,11.0,1.0,MEDIUM,11.0,11.0,0 days 00:00:21.107000,0 days 00:00:37.190000,0 days 00:00:20.981000,79.278,21.107,37.19,20.981,81.04218181818182
753,ALB,0 days 00:01:20.310000,12.0,1.0,MEDIUM,12.0,12.0,0 days 00:00:21.359000,0 days 00:00:37.710000,0 days 00:00:21.241000,80.31,21.359,37.71,21.241,80.98116666666667
754,ALB,0 days 00:01:19.885000,13.0,1.0,MEDIUM,13.0,13.0,0 days 00:00:21.015000,0 days 00:00:37.578000,0 days 00:00:21.292000,79.885,21.015,37.578,21.292,80.89684615384616
755,ALB,0 days 00:01:20.259000,14.0,1.0,MEDIUM,14.0,14.0,0 days 00:00:21.100000,0 days 00:00:37.723000,0 days 00:00:21.436000,80.259,21.1,37.723,21.436,80.85128571428572
756,ALB,0 days 00:01:20.892000,15.0,1.0,MEDIUM,15.0,15.0,0 days 00:00:21.091000,0 days 00:00:38.177000,0 days 00:00:21.624000,80.892,21.091,38.177,21.624,80.854
757,ALB,0 days 00:01:20.443000,16.0,1.0,MEDIUM,16.0,16.0,0 days 00:00:21.138000,0 days 00:00:37.761000,0 days 00:00:21.544000,80.443,21.138,37.761,21.544,80.8283125
758,ALB,0 days 00:01:20.624000,17.0,1.0,MEDIUM,17.0,17.0,0 days 00:00:21.111000,0 days 00:00:37.878000,0 days 00:00:21.635000,80.624,21.111,37.878,21.635,80.81629411764706
759,ALB,0 days 00:01:38.414000,18.0,1.0,MEDIUM,18.0,18.0,0 days 00:00:21.136000,0 days 00:00:38.899000,0 days 00:00:38.379000,98.414,21.136,38.899,38.379,81.79394444444443
760,ALB,0 days 00:01:23.193000,19.0,2.0,HARD,1.0,19.0,0 days 00:00:24.061000,0 days 00:00:37.316000,0 days 00:00:21.816000,83.193,24.061,37.316,21.816,81.86757894736841
761,ALB,0 days 00:01:18.470000,20.0,2.0,HARD,2.0,20.0,0 days 00:00:21.216000,0 days 00:00:36.780000,0 days 00:00:20.474000,78.47,21.216,36.78,20.474,81.6977
762,ALB,0 days 00:01:17.131000,21.0,2.0,HARD,3.0,21.0,0 days 00:00:20.333000,0 days 00:00:36.329000,0 days 00:00:20.469000,77.131,20.333,36.329,20.469,81.4802380952381
763,ALB,0 days 00:01:17.105000,22.0,2.0,HARD,4.0,22.0,0 days 00:00:20.244000,0 days 00:00:36.232000,0 days 00:00:20.629000,77.105,20.244,36.232,20.629,81.28136363636364
764,ALB,0 days 00:01:17.064000,23.0,2.0,HARD,5.0,23.0,0 days 00:00:20.311000,0 days 00:00:36.259000,0 days 00:00:20.494000,77.064,20.311,36.259,20.494,81.098
765,ALB,0 days 00:01:16.672000,24.0,2.0,HARD,6.0,24.0,0 days 00:00:20.231000,0 days 00:00:36.015000,0 days 00:00:20.426000,76.672,20.231,36.015,20.426,80.91358333333334
766,ALB,0 days 00:01:16.793000,25.0,2.0,HARD,7.0,25.0,0 days 00:00:20.194000,0 days 00:00:36.215000,0 days 00:00:20.384000,76.793,20.194,36.215,20.384,80.74876
767,ALB,0 days 00:01:16.962000,26.0,2.0,HARD,8.0,26.0,0 days 00:00:20.219000,0 days 00:00:36.265000,0 days 00:00:20.478000,76.962,20.219,36.265,20.478,80.60311538461539
768,ALB,0 days 00:01:17.360000,27.0,2.0,HARD,9.0,27.0,0 days 00:00:20.411000,0 days 00:00:36.395000,0 days 00:00:20.554000,77.36,20.411,36.395,20.554,80.483
769,ALB,0 days 00:01:18.528000,28.0,2.0,HARD,10.0,28.0,0 days 00:00:20.492000,0 days 00:00:36.880000,0 days 00:00:21.156000,78.528,20.492,36.88,21.156,80.41317857142857
770,ALB,0 days 00:01:18.952000,29.0,2.0,HARD,11.0,29.0,0 days 00:00:20.784000,0 days 00:00:37.127000,0 days 00:00:21.041000,78.952,20.784,37.127,21.041,80.36279310344828
771,ALB,0 days 00:01:19.457000,30.0,2.0,HARD,12.0,30.0,0 days 00:00:20.803000,0 days 00:00:37.528000,0 days 00:00:21.126000,79.457,20.803,37.528,21.126,80.3326
772,ALB,0 days 00:01:19.152000,31.0,2.0,HARD,13.0,31.0,0 days 00:00:20.811000,0 days 00:00:37.328000,0 days 00:00:21.013000,79.152,20.811,37.328,21.013,80.29451612903226
773,ALB,0 days 00:01:19.589000,32.0,2.0,HARD,14.0,32.0,0 days 00:00:20.863000,0 days 00:00:37.552000,0 days 00:00:21.174000,79.589,20.863,37.552,21.174,80.27246875
774,ALB,0 days 00:01:21.559000,33.0,2.0,HARD,15.0,33.0,0 days 00:00:22.683000,0 days 00:00:36.812000,0 days 00:00:22.064000,81.559,22.683,36.812,22.064,80.31145454545455
775,ALB,0 days 00:01:20.731000,34.0,2.0,HARD,16.0,34.0,0 days 00:00:21.480000,0 days 00:00:37.806000,0 days 00:00:21.445000,80.731,21.48,37.806,21.445,80.32379411764705
776,ALB,0 days 00:01:18.619000,35.0,2.0,HARD,17.0,35.0,0 days 00:00:20.716000,0 days 00:00:37.070000,0 days 00:00:20.833000,78.619,20.716,37.07,20.833,80.27508571428572
777,ALB,0 days 00:01:18.804000,36.0,2.0,HARD,18.0,36.0,0 days 00:00:20.689000,0 days 00:00:36.943000,0 days 00:00:21.172000,78.804,20.689,36.943,21.172,80.23422222222221
778,ALB,0 days 00:01:19.143000,37.0,2.0,HARD,19.0,37.0,0 days 00:00:20.877000,0 days 00:00:37.322000,0 days 00:00:20.944000,79.143,20.877,37.322,20.944,80.20472972972972
779,ALB,0 days 00:01:18.633000,38.0,2.0,HARD,20.0,38.0,0 days 00:00:20.652000,0 days 00:00:37.170000,0 days 00:00:20.811000,78.633,20.652,37.17,20.811,80.16336842105264
780,ALB,0 days 00:01:18.774000,39.0,2.0,HARD,21.0,39.0,0 days 00:00:20.669000,0 days 00:00:37.118000,0 days 00:00:20.987000,78.774,20.669,37.118,20.987,80.12774358974359
781,ALB,0 days 00:01:18.476000,40.0,2.0,HARD,22.0,40.0,0 days 00:00:20.563000,0 days 00:00:37.003000,0 days 00:00:20.910000,78.476,20.563,37.003,20.91,80.08645
782,ALB,0 days 00:01:18.825000,41.0,2.0,HARD,23.0,41.0,0 days 00:00:20.726000,0 days 00:00:37.279000,0 days 00:00:20.820000,78.825,20.726,37.279,20.82,80.05568292682926
783,ALB,0 days 00:01:18.930000,42.0,2.0,HARD,24.0,42.0,0 days 00:00:20.754000,0 days 00:00:36.986000,0 days 00:00:21.190000,78.93,20.754,36.986,21.19,80.02888095238096
784,ALB,0 days 00:01:18.486000,43.0,2.0,HARD,25.0,43.0,0 days 00:00:20.719000,0 days 00:00:36.907000,0 days 00:00:20.860000,78.486,20.719,36.907,20.86,79.993
785,ALB,0 days 00:01:18.767000,44.0,2.0,HARD,26.0,44.0,0 days 00:00:20.670000,0 days 00:00:37.212000,0 days 00:00:20.885000,78.767,20.67,37.212,20.885,79.96513636363636
786,ALB,0 days 00:01:18.829000,45.0,2.0,HARD,27.0,45.0,0 days 00:00:20.629000,0 days 00:00:37.174000,0 days 00:00:21.026000,78.829,20.629,37.174,21.026,79.93988888888889
787,ALB,0 days 00:01:18.900000,46.0,2.0,HARD,28.0,46.0,0 days 00:00:20.758000,0 days 00:00:37.035000,0 days 00:00:21.107000,78.9,20.758,37.035,21.107,79.91728260869566
788,ALB,0 days 00:01:18.528000,47.0,2.0,HARD,29.0,47.0,0 days 00:00:20.492000,0 days 00:00:37.095000,0 days 00:00:20.941000,78.528,20.492,37.095,20.941,79.88772340425531
789,ALB,0 days 00:01:18.882000,48.0,2.0,HARD,30.0,48.0,0 days 00:00:20.561000,0 days 00:00:37.374000,0 days 00:00:20.947000,78.882,20.561,37.374,20.947,79.86677083333333
790,ALB,0 days 00:01:20.597000,49.0,2.0,HARD,31.0,49.0,0 days 00:00:20.610000,0 days 00:00:38.987000,0 days 00:00:21,80.597,20.61,38.987,21.0,79.88167346938776
791,ALB,0 days 00:01:20.166000,50.0,2.0,HARD,32.0,50.0,0 days 00:00:20.490000,0 days 00:00:38.081000,0 days 00:00:21.595000,80.166,20.49,38.081,21.595,79.88736
792,ALB,0 days 00:01:29.941000,51.0,2.0,HARD,33.0,51.0,0 days 00:00:21.073000,0 days 00:00:45.508000,0 days 00:00:23.360000,89.941,21.073,45.508,23.36,80.08449019607843
793,ALB,0 days 00:01:55.852000,52.0,2.0,HARD,34.0,52.0,0 days 00:00:25.159000,0 days 00:00:48.205000,0 days 00:00:42.488000,115.852,25.159,48.205,42.488,80.77232692307692
794,ALB,0 days 00:01:36.281000,53.0,3.0,INTERMEDIATE,1.0,53.0,0 days 00:00:26.715000,0 days 00:00:46.265000,0 days 00:00:23.301000,96.281,26.715,46.265,23.301,81.06494339622641
795,ALB,0 days 00:01:38.297000,54.0,3.0,INTERMEDIATE,2.0,54.0,0 days 00:00:25.792000,0 days 00:00:47.123000,0 days 00:00:25.382000,98.297,25.792,47.123,25.382,81.38405555555555
796,ALB,0 days 00:01:45.721000,55.0,3.0,INTERMEDIATE,3.0,55.0,0 days 00:00:27.162000,0 days 00:00:48.470000,0 days 00:00:30.089000,105.721,27.162,48.47,30.089,81.82654545454545
797,ALB,0 days 00:01:44.909000,56.0,3.0,INTERMEDIATE,4.0,56.0,0 days 00:00:27.607000,0 days 00:00:50.357000,0 days 00:00:26.945000,104.909,27.607,50.357,26.945,82.23873214285713
798,ALB,0 days 00:01:42.200000,57.0,3.0,INTERMEDIATE,5.0,57.0,0 days 00:00:27.420000,0 days 00:00:48.044000,0 days 00:00:26.736000,102.2,27.42,48.044,26.736,82.5889298245614
799,ALB,0 days 00:01:46.101000,58.0,3.0,INTERMEDIATE,6.0,58.0,0 days 00:00:28.290000,0 days 00:00:50.797000,0 days 00:00:27.014000,106.101,28.29,50.797,27.014,82.99431034482758
800,ALB,0 days 00:01:43.133000,59.0,3.0,INTERMEDIATE,7.0,59.0,0 days 00:00:27.907000,0 days 00:00:48.838000,0 days 00:00:26.388000,103.133,27.907,48.838,26.388,83.33564406779661
801,ALB,0 days 00:01:55.401000,60.0,3.0,INTERMEDIATE,8.0,60.0,0 days 00:00:27.057000,0 days 00:01:02.030000,0 days 00:00:26.314000,115.401,27.057,62.03,26.314,83.87006666666666
802,ALB,0 days 00:01:41.209000,61.0,3.0,INTERMEDIATE,9.0,61.0,0 days 00:00:27.146000,0 days 00:00:48.072000,0 days 00:00:25.991000,101.209,27.146,48.072,25.991,84.15431147540984
803,ALB,0 days 00:01:39.897000,62.0,3.0,INTERMEDIATE,10.0,62.0,0 days 00:00:26.443000,0 days 00:00:47.241000,0 days 00:00:26.213000,99.897,26.443,47.241,26.213,84.40822580645163
804,ALB,0 days 00:01:38.649000,63.0,3.0,INTERMEDIATE,11.0,63.0,0 days 00:00:26.044000,0 days 00:00:47.214000,0 days 00:00:25.391000,98.649,26.044,47.214,25.391,84.63426984126984
805,ALB,0 days 00:01:37.428000,64.0,3.0,INTERMEDIATE,12.0,64.0,0 days 00:00:26.313000,0 days 00:00:46.601000,0 days 00:00:24.514000,97.428,26.313,46.601,24.514,84.834171875
806,ALB,0 days 00:01:35.420000,65.0,3.0,INTERMEDIATE,13.0,65.0,0 days 00:00:25.308000,0 days 00:00:46.549000,0 days 00:00:23.563000,95.42,25.308,46.549,23.563,84.99703076923076
807,ALB,0 days 00:01:34.016000,66.0,3.0,INTERMEDIATE,14.0,66.0,0 days 00:00:24.897000,0 days 00:00:45.799000,0 days 00:00:23.320000,94.016,24.897,45.799,23.32,85.13368181818183
808,ALB,0 days 00:01:33.223000,67.0,3.0,INTERMEDIATE,15.0,67.0,0 days 00:00:24.721000,0 days 00:00:45.247000,0 days 00:00:23.255000,93.223,24.721,45.247,23.255,85.25441791044777
809,ALB,0 days 00:01:33.322000,68.0,3.0,INTERMEDIATE,16.0,68.0,0 days 00:00:24.928000,0 days 00:00:45.008000,0 days 00:00:23.386000,93.322,24.928,45.008,23.386,85.37305882352942
810,ALB,0 days 00:01:34.087000,69.0,3.0,INTERMEDIATE,17.0,69.0,0 days 00:00:26.707000,0 days 00:00:44.975000,0 days 00:00:22.405000,94.087,26.707,44.975,22.405,85.49934782608696
811,ALB,0 days 00:01:30.630000,70.0,3.0,INTERMEDIATE,18.0,70.0,0 days 00:00:24.243000,0 days 00:00:44.189000,0 days 00:00:22.198000,90.63,24.243,44.189,22.198,85.57264285714285
812,ALB,0 days 00:01:29.729000,71.0,3.0,INTERMEDIATE,19.0,71.0,0 days 00:00:23.878000,0 days 00:00:43.609000,0 days 00:00:22.242000,89.729,23.878,43.609,22.242,85.63118309859155
813,ALB,0 days 00:01:29.217000,72.0,3.0,INTERMEDIATE,20.0,72.0,0 days 00:00:23.691000,0 days 00:00:43.198000,0 days 00:00:22.328000,89.217,23.691,43.198,22.328,85.68098611111111
814,ALB,0 days 00:01:32.141000,73.0,3.0,INTERMEDIATE,21.0,73.0,0 days 00:00:23.412000,0 days 00:00:45.440000,0 days 00:00:23.289000,92.141,23.412,45.44,23.289,85.7694794520548
815,ALB,0 days 00:01:28.241000,74.0,3.0,INTERMEDIATE,22.0,74.0,0 days 00:00:23.169000,0 days 00:00:42.779000,0 days 00:00:22.293000,88.241,23.169,42.779,22.293,85.80287837837838
816,ALB,0 days 00:01:27.197000,75.0,3.0,INTERMEDIATE,23.0,75.0,0 days 00:00:22.695000,0 days 00:00:42.068000,0 days 00:00:22.434000,87.197,22.695,42.068,22.434,85.82146666666667
817,ALB,0 days 00:01:26.764000,76.0,3.0,INTERMEDIATE,24.0,76.0,0 days 00:00:22.760000,0 days 00:00:41.567000,0 days 00:00:22.437000,86.764,22.76,41.567,22.437,85.83386842105263
818,ALB,0 days 00:01:27.816000,77.0,3.0,INTERMEDIATE,25.0,77.0,0 days 00:00:23.207000,0 days 00:00:41.296000,0 days 00:00:23.313000,87.816,23.207,41.296,23.313,85.8596103896104
819,ZHO,0 days 00:01:58.785000,1.0,1.0,SOFT,1.0,1.0,,0 days 00:00:44.973000,0 days 00:00:40.522000,118.785,,44.973,40.522,118.785
820,ZHO,0 days 00:01:20.757000,2.0,2.0,HARD,1.0,2.0,0 days 00:00:23.917000,0 days 00:00:36.293000,0 days 00:00:20.547000,80.757,23.917,36.293,20.547,99.771
821,ZHO,0 days 00:01:17.003000,3.0,2.0,HARD,2.0,3.0,0 days 00:00:20.325000,0 days 00:00:36.051000,0 days 00:00:20.627000,77.003,20.325,36.051,20.627,92.18166666666667
822,ZHO,0 days 00:01:16.946000,4.0,2.0,HARD,3.0,4.0,0 days 00:00:20.273000,0 days 00:00:36.051000,0 days 00:00:20.622000,76.946,20.273,36.051,20.622,88.37275
823,ZHO,0 days 00:01:16.926000,5.0,2.0,HARD,4.0,5.0,0 days 00:00:20.300000,0 days 00:00:36.130000,0 days 00:00:20.496000,76.926,20.3,36.13,20.496,86.08340000000001
824,ZHO,0 days 00:01:17.205000,6.0,2.0,HARD,5.0,6.0,0 days 00:00:20.397000,0 days 00:00:36.174000,0 days 00:00:20.634000,77.205,20.397,36.174,20.634,84.60366666666667
825,ZHO,0 days 00:01:17.408000,7.0,2.0,HARD,6.0,7.0,0 days 00:00:20.451000,0 days 00:00:36.403000,0 days 00:00:20.554000,77.408,20.451,36.403,20.554,83.57571428571428
826,ZHO,0 days 00:01:17.254000,8.0,2.0,HARD,7.0,8.0,0 days 00:00:20.473000,0 days 00:00:36.181000,0 days 00:00:20.600000,77.254,20.473,36.181,20.6,82.7855
827,ZHO,0 days 00:01:17.523000,9.0,2.0,HARD,8.0,9.0,0 days 00:00:20.371000,0 days 00:00:36.450000,0 days 00:00:20.702000,77.523,20.371,36.45,20.702,82.20077777777777
828,ZHO,0 days 00:01:18.449000,10.0,2.0,HARD,9.0,10.0,0 days 00:00:20.432000,0 days 00:00:37,0 days 00:00:21.017000,78.449,20.432,37.0,21.017,81.8256
829,ZHO,0 days 00:01:19.602000,11.0,2.0,HARD,10.0,11.0,0 days 00:00:20.820000,0 days 00:00:37.480000,0 days 00:00:21.302000,79.602,20.82,37.48,21.302,81.62345454545454
830,ZHO,0 days 00:01:20.319000,12.0,2.0,HARD,11.0,12.0,0 days 00:00:21.331000,0 days 00:00:37.638000,0 days 00:00:21.350000,80.319,21.331,37.638,21.35,81.51475
831,ZHO,0 days 00:01:20.561000,13.0,2.0,HARD,12.0,13.0,0 days 00:00:21.050000,0 days 00:00:38.268000,0 days 00:00:21.243000,80.561,21.05,38.268,21.243,81.44138461538462
832,ZHO,0 days 00:01:20.653000,14.0,2.0,HARD,13.0,14.0,0 days 00:00:21.212000,0 days 00:00:38.053000,0 days 00:00:21.388000,80.653,21.212,38.053,21.388,81.38507142857144
833,ZHO,0 days 00:01:20.398000,15.0,2.0,HARD,14.0,15.0,0 days 00:00:20.966000,0 days 00:00:37.985000,0 days 00:00:21.447000,80.398,20.966,37.985,21.447,81.31926666666666
834,ZHO,0 days 00:01:20.727000,16.0,2.0,HARD,15.0,16.0,0 days 00:00:20.912000,0 days 00:00:38.097000,0 days 00:00:21.718000,80.727,20.912,38.097,21.718,81.28225
835,ZHO,0 days 00:01:20.669000,17.0,2.0,HARD,16.0,17.0,0 days 00:00:21.065000,0 days 00:00:38.174000,0 days 00:00:21.430000,80.669,21.065,38.174,21.43,81.24617647058824
836,ZHO,0 days 00:01:21.524000,18.0,2.0,HARD,17.0,18.0,0 days 00:00:22.067000,0 days 00:00:38.224000,0 days 00:00:21.233000,81.524,22.067,38.224,21.233,81.26161111111111
837,ZHO,0 days 00:01:22.387000,19.0,2.0,HARD,18.0,19.0,0 days 00:00:22.360000,0 days 00:00:38.556000,0 days 00:00:21.471000,82.387,22.36,38.556,21.471,81.32084210526315
838,ZHO,0 days 00:01:20.574000,20.0,2.0,HARD,19.0,20.0,0 days 00:00:21.352000,0 days 00:00:37.794000,0 days 00:00:21.428000,80.574,21.352,37.794,21.428,81.2835
839,ZHO,0 days 00:01:18.245000,21.0,2.0,HARD,20.0,21.0,0 days 00:00:20.680000,0 days 00:00:36.601000,0 days 00:00:20.964000,78.245,20.68,36.601,20.964,81.13880952380953
840,ZHO,0 days 00:01:17.588000,22.0,2.0,HARD,21.0,22.0,0 days 00:00:20.342000,0 days 00:00:36.505000,0 days 00:00:20.741000,77.588,20.342,36.505,20.741,80.97740909090909
841,ZHO,0 days 00:01:17.450000,23.0,2.0,HARD,22.0,23.0,0 days 00:00:20.260000,0 days 00:00:36.339000,0 days 00:00:20.851000,77.45,20.26,36.339,20.851,80.82404347826086
842,ZHO,0 days 00:01:17.465000,24.0,2.0,HARD,23.0,24.0,0 days 00:00:20.373000,0 days 00:00:36.323000,0 days 00:00:20.769000,77.465,20.373,36.323,20.769,80.68408333333333
843,ZHO,0 days 00:01:17.771000,25.0,2.0,HARD,24.0,25.0,0 days 00:00:20.394000,0 days 00:00:36.505000,0 days 00:00:20.872000,77.771,20.394,36.505,20.872,80.56756
844,ZHO,0 days 00:01:18.161000,26.0,2.0,HARD,25.0,26.0,0 days 00:00:20.532000,0 days 00:00:36.565000,0 days 00:00:21.064000,78.161,20.532,36.565,21.064,80.475
845,ZHO,0 days 00:01:18.097000,27.0,2.0,HARD,26.0,27.0,0 days 00:00:20.502000,0 days 00:00:36.549000,0 days 00:00:21.046000,78.097,20.502,36.549,21.046,80.38692592592594
846,ZHO,0 days 00:01:20.780000,28.0,2.0,HARD,27.0,28.0,0 days 00:00:20.509000,0 days 00:00:38.959000,0 days 00:00:21.312000,80.78,20.509,38.959,21.312,80.40096428571428
847,ZHO,0 days 00:01:18.863000,29.0,2.0,HARD,28.0,29.0,0 days 00:00:20.545000,0 days 00:00:37.021000,0 days 00:00:21.297000,78.863,20.545,37.021,21.297,80.34793103448277
848,ZHO,0 days 00:01:19.500000,30.0,2.0,HARD,29.0,30.0,0 days 00:00:20.793000,0 days 00:00:37.443000,0 days 00:00:21.264000,79.5,20.793,37.443,21.264,80.31966666666668
849,ZHO,0 days 00:01:19.192000,31.0,2.0,HARD,30.0,31.0,0 days 00:00:20.580000,0 days 00:00:37.434000,0 days 00:00:21.178000,79.192,20.58,37.434,21.178,80.28329032258065
850,ZHO,0 days 00:01:19.626000,32.0,2.0,HARD,31.0,32.0,0 days 00:00:20.708000,0 days 00:00:37.640000,0 days 00:00:21.278000,79.626,20.708,37.64,21.278,80.26275
851,ZHO,0 days 00:01:21.602000,33.0,2.0,HARD,32.0,33.0,0 days 00:00:20.852000,0 days 00:00:37.848000,0 days 00:00:22.902000,81.602,20.852,37.848,22.902,80.30333333333334
852,ZHO,0 days 00:01:20.587000,34.0,2.0,HARD,33.0,34.0,0 days 00:00:21.406000,0 days 00:00:37.745000,0 days 00:00:21.436000,80.587,21.406,37.745,21.436,80.31167647058824
853,ZHO,0 days 00:01:18.586000,35.0,2.0,HARD,34.0,35.0,0 days 00:00:20.615000,0 days 00:00:37.045000,0 days 00:00:20.926000,78.586,20.615,37.045,20.926,80.26237142857143
854,ZHO,0 days 00:01:18.846000,36.0,2.0,HARD,35.0,36.0,0 days 00:00:20.567000,0 days 00:00:37.142000,0 days 00:00:21.137000,78.846,20.567,37.142,21.137,80.22302777777777
855,ZHO,0 days 00:01:19.099000,37.0,2.0,HARD,36.0,37.0,0 days 00:00:20.776000,0 days 00:00:37.326000,0 days 00:00:20.997000,79.099,20.776,37.326,20.997,80.19264864864866
856,ZHO,0 days 00:01:18.681000,38.0,2.0,HARD,37.0,38.0,0 days 00:00:20.564000,0 days 00:00:37.137000,0 days 00:00:20.980000,78.681,20.564,37.137,20.98,80.15286842105263
857,ZHO,0 days 00:01:18.659000,39.0,2.0,HARD,38.0,39.0,0 days 00:00:20.579000,0 days 00:00:37.071000,0 days 00:00:21.009000,78.659,20.579,37.071,21.009,80.1145641025641
858,ZHO,0 days 00:01:18.607000,40.0,2.0,HARD,39.0,40.0,0 days 00:00:20.490000,0 days 00:00:37.128000,0 days 00:00:20.989000,78.607,20.49,37.128,20.989,80.076875
859,ZHO,0 days 00:01:18.831000,41.0,2.0,HARD,40.0,41.0,0 days 00:00:20.619000,0 days 00:00:37.351000,0 days 00:00:20.861000,78.831,20.619,37.351,20.861,80.04648780487804
860,ZHO,0 days 00:01:18.666000,42.0,2.0,HARD,41.0,42.0,0 days 00:00:20.480000,0 days 00:00:37.089000,0 days 00:00:21.097000,78.666,20.48,37.089,21.097,80.01361904761904
861,ZHO,0 days 00:01:18.701000,43.0,2.0,HARD,42.0,43.0,0 days 00:00:20.522000,0 days 00:00:37.032000,0 days 00:00:21.147000,78.701,20.522,37.032,21.147,79.98309302325582
862,ZHO,0 days 00:01:18.721000,44.0,2.0,HARD,43.0,44.0,0 days 00:00:20.698000,0 days 00:00:37.151000,0 days 00:00:20.872000,78.721,20.698,37.151,20.872,79.9544090909091
863,ZHO,0 days 00:01:18.762000,45.0,2.0,HARD,44.0,45.0,0 days 00:00:20.630000,0 days 00:00:37.105000,0 days 00:00:21.027000,78.762,20.63,37.105,21.027,79.92791111111111
864,ZHO,0 days 00:01:18.660000,46.0,2.0,HARD,45.0,46.0,0 days 00:00:20.512000,0 days 00:00:37.171000,0 days 00:00:20.977000,78.66,20.512,37.171,20.977,79.90034782608696
865,ZHO,0 days 00:01:18.809000,47.0,2.0,HARD,46.0,47.0,0 days 00:00:20.466000,0 days 00:00:37.301000,0 days 00:00:21.042000,78.809,20.466,37.301,21.042,79.87712765957447
866,ZHO,0 days 00:01:18.947000,48.0,2.0,HARD,47.0,48.0,0 days 00:00:20.561000,0 days 00:00:37.221000,0 days 00:00:21.165000,78.947,20.561,37.221,21.165,79.85775
867,ZHO,0 days 00:01:19.065000,49.0,2.0,HARD,48.0,49.0,0 days 00:00:20.492000,0 days 00:00:37.411000,0 days 00:00:21.162000,79.065,20.492,37.411,21.162,79.84157142857143
868,ZHO,0 days 00:01:21.664000,50.0,2.0,HARD,49.0,50.0,0 days 00:00:20.640000,0 days 00:00:39.615000,0 days 00:00:21.409000,81.664,20.64,39.615,21.409,79.87801999999999
869,ZHO,0 days 00:01:30.253000,51.0,2.0,HARD,50.0,51.0,0 days 00:00:20.987000,0 days 00:00:44.544000,0 days 00:00:24.722000,90.253,20.987,44.544,24.722,80.08145098039216
870,ZHO,0 days 00:01:51.997000,52.0,2.0,HARD,51.0,52.0,0 days 00:00:24.031000,0 days 00:00:47.070000,0 days 00:00:40.896000,111.997,24.031,47.07,40.896,80.69521153846154
871,ZHO,0 days 00:01:36.935000,53.0,3.0,INTERMEDIATE,1.0,53.0,0 days 00:00:26.950000,0 days 00:00:46.587000,0 days 00:00:23.398000,96.935,26.95,46.587,23.398,81.00162264150944
